id,host_id,neighbourhood_cleansed,latitude,longitude,host_since,price,price_category,price_per_person,room_type,property_type,accommodates,host_total_listings_count,host_professional,host_scope,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,host_is_superhost,estimated_revenue_l365d,estimated_occupancy_l365d
52685758,330373655,Alcúdia,39.81583,3.11591,2020-01-24,77.0,Budget,19.25,Entire home/apt,Entire rental unit,4,126.0,True,Mixed,11,4.82,4.55,4.82,5.0,4.55,4.82,4.0,0.27,t,2772.0,36
52709171,330373655,Sant Llorenç des Cardassar,39.56936,3.36564,2020-01-24,450.0,Luxury,37.5,Entire home/apt,Entire villa,12,126.0,True,Mixed,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14,t,0.0,0
52715091,255032215,Llucmajor,39.36648941040039,2.934040069580078,2019-04-11,275.0,Premium,45.833333333333336,Entire home/apt,Entire villa,6,1.0,False,Local,63,4.9,4.89,4.83,5.0,4.95,4.87,4.79,1.53,t,51150.0,186
52727705,7686892,Santanyí,39.37216,3.22461,2013-07-24,702.0,Luxury,70.2,Entire home/apt,Entire villa,10,13.0,True,Mixed,11,4.91,4.91,4.55,5.0,4.91,5.0,4.64,0.41,t,49140.0,70
52732502,270230553,Alcúdia,39.85392,3.12462,2019-06-21,156.0,Mid-range,19.5,Entire home/apt,Entire villa,8,2038.0,True,Global,0,,,,,,,,,f,0.0,0
52748016,399937282,Alcúdia,39.84074,3.1361,2021-05-04,52.0,Budget,52.0,Private room,Room in boutique hotel,1,6.0,True,Mixed,91,4.45,4.58,4.38,4.81,4.56,4.77,4.48,2.5,f,11544.0,222
52762608,205496849,Artà,39.732883611182416,3.2851587784924163,2018-07-27,10000.0,Ultra Luxury,1666.6666666666667,Entire home/apt,Entire home,6,917.0,True,Global,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,f,60000.0,6
52762609,205496849,Ariany,39.6508516,3.11599,2018-07-27,9143.0,Ultra Luxury,1523.8333333333333,Entire home/apt,Entire villa,6,917.0,True,Global,3,4.33,4.33,4.33,4.33,4.0,4.33,4.33,0.11,f,0.0,0
52764553,22729017,Palma de Mallorca,39.52613,2.74154,2014-10-19,855.0,Luxury,122.14285714285714,Entire home/apt,Entire villa,7,6.0,True,Mixed,79,4.9,4.9,4.92,4.99,4.96,4.86,4.75,1.82,t,128250.0,150
52766765,228837949,Capdepera,39.65866,3.4411,2018-12-03,110.0,Mid-range,55.0,Entire home/apt,Entire rental unit,2,15.0,True,Mixed,22,4.73,4.82,4.59,4.68,4.55,4.59,4.77,0.46,f,3520.0,32
52767034,27510828,Pollença,39.892361,3.07603,2015-02-10,233.0,Premium,58.25,Entire home/apt,Entire rental unit,4,16.0,True,Mixed,39,4.79,4.85,4.74,4.77,4.85,4.79,4.72,0.9,f,19572.0,84
52769894,3533438,Pollença,39.89155,3.04563,2012-09-11,306.0,Premium,38.25,Entire home/apt,Entire villa,8,97.0,True,Global,0,,,,,,,,,t,0.0,0
52784244,150436083,Artà,39.69171,3.35343,2017-09-13,168.0,Mid-range,42.0,Entire home/apt,Entire home,4,69.0,True,Global,16,4.56,4.5,4.63,4.63,4.5,4.5,4.31,0.36,f,3024.0,18
52785023,184599578,Felanitx,39.43088934374566,3.108767074813045,2018-04-16,10000.0,Ultra Luxury,1666.6666666666667,Entire home/apt,Entire home,6,902.0,True,Global,2,5.0,5.0,5.0,4.5,5.0,5.0,5.0,0.17,f,120000.0,12
52800532,308398153,Sa Pobla,39.77798080444336,3.006661891937256,2019-11-10,445.0,Luxury,55.625,Entire home/apt,Entire villa,8,3.0,False,Mixed,26,4.96,4.96,4.81,5.0,5.0,4.69,4.88,0.64,t,49840.0,112
52802393,427476254,Alcúdia,39.81905,3.11475,2021-10-15,275.0,Premium,34.375,Entire home/apt,Entire villa,8,1.0,False,Local,51,4.88,4.82,4.76,4.9,4.96,4.9,4.71,1.17,t,24750.0,90
52802743,4985887,Felanitx,39.42639,3.26361,2013-02-06,193.0,Mid-range,48.25,Entire home/apt,Entire townhouse,4,114.0,True,Mixed,12,4.92,4.92,4.83,4.92,4.83,4.92,4.5,0.32,f,4632.0,24
52820595,65697804,Pollença,39.87685,3.037879,2016-04-04,247.0,Premium,30.875,Entire home/apt,Entire cottage,8,512.0,True,Mixed,3,4.0,4.0,4.67,4.0,4.33,3.67,4.0,0.07,f,0.0,0
52824148,71611818,Pollença,39.91214,3.09107,2016-05-12,366.0,Premium,73.2,Entire home/apt,Entire rental unit,5,36.0,True,Local,8,4.88,4.75,4.5,4.88,5.0,4.88,4.75,0.2,t,8784.0,24
52833245,427751056,Sóller,39.79814,2.69498,2021-10-17,345.0,Premium,57.5,Entire home/apt,Entire loft,6,1.0,False,Local,24,4.96,4.92,4.92,4.75,4.92,5.0,4.63,0.51,f,9660.0,28
52853461,18308431,Alcúdia,39.84156,3.1355,2014-07-18,340.0,Premium,56.666666666666664,Entire home/apt,Entire rental unit,6,25.0,True,Mixed,1,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.09,f,2040.0,6
52871799,184599578,Santanyí,39.37048186035665,3.2293396881523506,2018-04-16,10000.0,Ultra Luxury,1000.0,Entire home/apt,Entire villa,10,902.0,True,Global,3,4.67,4.67,4.67,5.0,4.33,5.0,4.33,0.11,f,60000.0,6
52891043,3533438,Pollença,39.88788,3.04566,2012-09-11,177.0,Mid-range,44.25,Entire home/apt,Entire villa,4,97.0,True,Global,0,,,,,,,,,t,0.0,0
52891887,3533438,Pollença,39.88242,3.02906,2012-09-11,613.0,Luxury,76.625,Entire home/apt,Entire villa,8,97.0,True,Global,0,,,,,,,,,t,0.0,0
52891890,3533438,Pollença,39.8879,3.01557,2012-09-11,195.0,Mid-range,32.5,Entire home/apt,Entire villa,6,97.0,True,Global,0,,,,,,,,,t,0.0,0
52895070,238030351,Palma de Mallorca,39.56621,2.6559,2019-01-21,180.0,Mid-range,30.0,Entire home/apt,Entire home,6,1353.0,True,Global,2,5.0,5.0,5.0,4.5,5.0,4.5,4.5,0.07,f,0.0,0
52895783,252498808,Santa Margalida,39.73432,3.22882,2019-04-01,165.0,Mid-range,27.5,Entire home/apt,Entire home,6,1402.0,True,Global,0,,,,,,,,,f,0.0,0
52896085,330373655,Selva,39.74709,2.90973,2020-01-24,204.0,Premium,34.0,Entire home/apt,Entire villa,6,126.0,True,Mixed,1,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.07,t,0.0,0
52896136,252498808,Andratx,39.56737,2.42254,2019-04-01,440.0,Luxury,55.0,Entire home/apt,Entire home,8,1402.0,True,Global,0,,,,,,,,,f,0.0,0
52910719,330373655,Alaró,39.68867,2.79748,2020-01-24,162.0,Mid-range,27.0,Entire home/apt,Entire villa,6,126.0,True,Mixed,0,,,,,,,,,t,0.0,0
52928114,21160030,Pollença,39.878036,3.013183,2014-09-10,349.0,Premium,69.8,Entire home/apt,Entire villa,5,81.0,True,Mixed,18,4.89,5.0,4.89,4.89,5.0,5.0,4.72,0.46,f,13960.0,40
52928857,10401259,Pollença,39.887,3.0183,2013-12-03,395.0,Premium,49.375,Entire home/apt,Entire vacation home,8,80.0,True,Global,24,4.29,4.42,4.63,4.46,4.63,4.92,4.25,0.52,f,22120.0,56
52929078,107259109,Mancor de la Vall,39.75183,2.87199,2016-12-14,286.0,Premium,28.6,Entire home/apt,Entire home,10,117.0,True,Mixed,10,4.5,4.7,4.9,4.7,4.8,4.4,4.8,0.26,f,8580.0,30
52933044,184599578,Andratx,39.565926,2.421444,2018-04-16,7500.0,Ultra Luxury,625.0,Entire home/apt,Entire villa,12,902.0,True,Global,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,f,0.0,0
52976678,384638831,Alcúdia,39.83739,3.12048,2021-01-15,471.0,Luxury,39.25,Entire home/apt,Entire vacation home,12,2.0,False,Local,32,4.75,4.72,4.5,4.97,4.94,5.0,4.66,0.8,f,50868.0,108
52981346,428933474,Santanyí,39.342769622802734,3.093101024627685,2021-10-25,411.0,Luxury,68.5,Entire home/apt,Entire villa,6,1.0,False,Local,5,4.8,5.0,4.8,5.0,5.0,4.6,4.4,0.18,f,5754.0,14
52983403,40506914,Pollença,39.88109,3.01487,2015-08-04,413.0,Luxury,51.625,Entire home/apt,Entire home,8,29.0,True,Mixed,0,,,,,,,,,t,0.0,0
52996314,79547960,Sóller,39.7665,2.71864,2016-06-23,220.0,Premium,73.33333333333333,Entire home/apt,Entire home,3,2.0,False,Mixed,56,4.96,4.98,4.98,4.88,4.96,4.95,4.89,2.18,t,47520.0,216
52996792,330373655,Ariany,39.63941,3.13013,2020-01-24,1118.0,Ultra Luxury,93.16666666666667,Entire home/apt,Entire villa,12,126.0,True,Mixed,2,5.0,4.5,5.0,5.0,5.0,5.0,4.5,0.05,t,0.0,0
52996986,330373655,Maria de la Salut,39.67002,3.15305,2020-01-24,246.0,Premium,41.0,Entire home/apt,Entire villa,6,126.0,True,Mixed,0,,,,,,,,,t,0.0,0
52999090,429055912,Palma de Mallorca,39.535645,2.716991,2021-10-26,218.0,Premium,109.0,Private room,Room in boutique hotel,2,4.0,True,Mixed,553,4.63,4.62,4.67,4.84,4.67,4.7,4.51,13.1,f,55590.0,255
52999879,429055912,Palma de Mallorca,39.535645,2.716991,2021-10-26,224.0,Premium,112.0,Private room,Room in boutique hotel,2,4.0,True,Mixed,102,4.66,4.51,4.75,4.84,4.67,4.75,4.46,2.41,f,33600.0,150
52999926,429055912,Palma de Mallorca,39.535645,2.716991,2021-10-26,270.0,Premium,90.0,Private room,Room in boutique hotel,3,4.0,True,Mixed,52,4.6,4.48,4.56,4.75,4.62,4.62,4.48,1.23,f,22680.0,84
53001962,17906335,Bunyola,39.66353,2.6684,2015-07-09,95.0,Budget,23.75,Entire home/apt,Entire guesthouse,4,4.0,True,Global,165,4.92,4.94,4.83,4.96,4.99,4.69,4.79,3.72,t,24225.0,255
53005215,259434736,Andratx,39.5440875177104,2.3895382147652584,2019-05-02,159.0,Mid-range,39.75,Entire home/apt,Entire townhouse,4,1.0,False,Local,134,4.84,4.87,4.87,4.97,4.94,4.9,4.75,2.84,f,33390.0,210
53017702,21160030,Pollença,39.85273,3.050179,2014-09-10,208.0,Premium,34.666666666666664,Entire home/apt,Entire villa,6,81.0,True,Mixed,4,4.5,4.75,5.0,5.0,4.75,4.0,4.25,0.1,f,2496.0,12
53019189,100507004,Sóller,39.79759,2.69634,2016-10-20,210.0,Premium,35.0,Entire home/apt,Entire rental unit,6,53.0,True,Mixed,44,4.57,4.66,4.7,4.75,4.77,4.89,4.52,1.05,f,18900.0,90
53023608,330373655,Son Servera,39.62293,3.3659,2020-01-24,195.0,Mid-range,48.75,Entire home/apt,Entire villa,4,126.0,True,Mixed,6,4.83,5.0,4.67,4.83,5.0,4.83,4.67,0.46,t,5850.0,30
53040022,377610127,Pollença,39.87928,3.01876,2020-11-30,193.0,Mid-range,32.166666666666664,Entire home/apt,Entire villa,6,58.0,True,Mixed,3,4.67,5.0,4.33,5.0,5.0,4.67,4.67,0.08,f,2316.0,12
53040856,117277192,Pollença,39.905392,3.03097,2017-02-20,214.0,Premium,26.75,Entire home/apt,Entire villa,8,82.0,True,Mixed,1,4.0,2.0,5.0,5.0,5.0,5.0,5.0,0.03,f,0.0,0
53040949,418525650,Santanyí,39.37163,3.2209,2021-08-15,189.0,Mid-range,63.0,Entire home/apt,Entire rental unit,3,7.0,True,Mixed,21,5.0,5.0,5.0,5.0,5.0,4.76,5.0,0.55,t,22680.0,120
53056098,184599578,Sóller,39.77756061319064,2.697803627133481,2018-04-16,9000.0,Ultra Luxury,4500.0,Entire home/apt,Entire villa,2,902.0,True,Global,26,5.0,4.96,4.92,5.0,5.0,4.92,4.81,0.64,f,324000.0,36
53070935,196091346,Capdepera,39.67375,3.43411,2018-06-17,698.0,Luxury,87.25,Entire home/apt,Entire villa,8,2.0,False,Mixed,54,5.0,4.98,4.98,4.96,4.98,4.91,4.87,1.16,t,46068.0,66
53090065,286813339,Sóller,39.7970935,2.6979778,2019-08-18,420.0,Luxury,140.0,Entire home/apt,Entire cottage,3,2.0,False,Mixed,77,4.92,4.94,4.82,4.9,4.95,4.88,4.6,1.65,t,45360.0,108
53094853,258626123,Palma de Mallorca,39.55793,2.61446,2019-04-28,204.0,Premium,40.8,Entire home/apt,Entire condo,5,13.0,True,Global,2,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.08,f,0.0,0
53103216,390471366,Manacor,39.52746,3.31542,2021-02-28,159.0,Mid-range,39.75,Entire home/apt,Entire rental unit,4,9.0,True,Local,23,4.96,4.96,4.87,4.91,4.87,4.78,4.74,0.57,t,19080.0,120
53118234,205496849,Maria de la Salut,39.660537,3.0729797,2018-07-27,10000.0,Ultra Luxury,1666.6666666666667,Entire home/apt,Entire home,6,917.0,True,Global,5,4.4,4.4,4.8,4.8,4.2,4.4,4.4,0.13,f,0.0,0
53118238,205496849,Santanyí,39.3184362,3.1353193,2018-07-27,8000.0,Ultra Luxury,2000.0,Entire home/apt,Entire home,4,917.0,True,Global,11,5.0,5.0,4.64,5.0,5.0,4.73,4.55,0.27,f,48000.0,6
53119152,2052511,Marratxí,39.62952,2.70067,2012-04-02,275.0,Premium,34.375,Entire home/apt,Entire villa,8,27.0,True,Global,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,f,2750.0,10
53121616,29955329,Pollença,39.87647,3.01534,2015-03-24,370.0,Premium,61.666666666666664,Entire home/apt,Entire villa,6,47.0,True,Mixed,1,5.0,5.0,5.0,5.0,3.0,4.0,5.0,0.03,f,0.0,0
53125858,261020451,Sineu,39.61055,3.02378,2019-05-10,300.0,Premium,37.5,Entire home/apt,Entire cottage,8,11.0,True,Local,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,0.04,f,0.0,0
53128918,29955329,Alcúdia,39.85116,3.06713,2015-03-24,386.0,Premium,48.25,Entire home/apt,Entire villa,8,47.0,True,Mixed,6,4.67,4.83,4.83,5.0,4.33,4.83,4.5,0.21,f,9264.0,24
53133092,50885662,Santa Margalida,39.73877,3.22052,2015-12-09,418.0,Luxury,41.8,Entire home/apt,Entire villa,10,40.0,True,Mixed,21,4.9,4.9,4.52,4.95,5.0,4.67,4.9,0.48,f,11704.0,28
53139622,76875955,Pollença,39.84167,3.03977,2016-06-10,198.0,Mid-range,33.0,Entire home/apt,Entire villa,6,401.0,True,Mixed,0,,,,,,,,,f,0.0,0
53139623,76875955,Pollença,39.88829,3.0266,2016-06-10,175.0,Mid-range,43.75,Entire home/apt,Entire cottage,4,401.0,True,Mixed,0,,,,,,,,,f,0.0,0
53139624,76875955,Pollença,39.87794,3.01576,2016-06-10,230.0,Premium,28.75,Entire home/apt,Entire home,8,401.0,True,Mixed,0,,,,,,,,,f,0.0,0
53140380,76875955,Pollença,39.85396,2.94612,2016-06-10,254.0,Premium,42.333333333333336,Entire home/apt,Entire cottage,6,401.0,True,Mixed,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.48,f,1524.0,6
53141086,120701025,Alcúdia,39.83563,3.11596,2017-03-14,105.0,Mid-range,52.5,Entire home/apt,Entire rental unit,2,1.0,False,Local,85,4.92,4.93,4.91,4.94,4.92,4.73,4.87,1.97,t,26775.0,255
53141246,430196164,Selva,39.77881,2.92486,2021-11-03,187.0,Mid-range,93.5,Private room,Room in hotel,2,4.0,True,Mixed,31,4.87,4.9,4.97,4.9,4.84,4.68,4.68,0.77,t,5610.0,30
53141914,13894653,Pollença,39.87541,3.05965,2014-04-04,180.0,Mid-range,30.0,Entire home/apt,Entire villa,6,84.0,True,Local,21,4.65,4.5,4.4,4.55,4.8,4.6,4.45,0.57,f,10800.0,60
53160385,430346856,Palma de Mallorca,39.5268,2.73532,2021-11-04,235.0,Premium,117.5,Private room,Room in boutique hotel,2,1.0,False,Local,20,4.6,4.55,4.65,4.45,4.2,4.6,4.55,0.47,t,11280.0,48
53165173,430382102,Pollença,39.87535,2.99359,2021-11-04,450.0,Luxury,45.0,Entire home/apt,Entire villa,10,1.0,False,Local,59,5.0,4.97,4.97,4.98,5.0,4.98,4.92,1.5,t,114750.0,255
53177300,80839530,Manacor,39.5635,3.37275,2016-06-30,224.0,Premium,74.66666666666667,Entire home/apt,Entire rental unit,3,2769.0,True,Global,17,4.29,4.35,4.41,4.12,4.82,4.65,4.35,0.41,f,2688.0,12
53177314,430196164,Selva,39.77755,2.92304,2021-11-03,190.0,Mid-range,95.0,Private room,Room in hotel,2,4.0,True,Mixed,23,4.96,4.91,4.96,5.0,4.96,4.74,4.83,0.59,t,7980.0,42
53177475,80839530,Muro,39.81201,3.11388,2016-06-30,406.0,Luxury,67.66666666666667,Entire home/apt,Entire villa,6,2769.0,True,Global,24,4.46,4.46,3.96,4.79,4.79,4.83,4.29,0.59,f,45472.0,112
53179664,168692752,Capdepera,39.7031318,3.4085033,2018-01-19,10000.0,Ultra Luxury,5000.0,Entire home/apt,Entire home,2,812.0,True,Global,5,5.0,5.0,5.0,4.8,4.8,4.8,5.0,0.15,f,240000.0,24
53187997,5558099,Inca,39.69974,2.9198,2013-03-21,810.0,Luxury,101.25,Entire home/apt,Entire cottage,8,97.0,True,Mixed,0,,,,,,,,,f,0.0,0
53211250,4645996,Muro,39.79686,3.12209,2013-01-09,366.0,Premium,45.75,Entire home/apt,Entire villa,8,109.0,True,Mixed,2,4.5,5.0,5.0,4.5,4.5,5.0,4.5,0.05,f,0.0,0
53223426,113372965,Artà,39.69462,3.35424,2017-01-26,361.0,Premium,60.166666666666664,Entire home/apt,Entire townhouse,6,22.0,True,Mixed,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,t,0.0,0
53223691,430196164,Selva,39.77917,2.92293,2021-11-03,187.0,Mid-range,93.5,Private room,Room in hotel,2,4.0,True,Mixed,4,5.0,4.75,4.75,4.75,5.0,4.75,5.0,0.25,t,1122.0,6
53225416,156144596,Manacor,39.53055,3.31038,2017-10-25,431.0,Luxury,53.875,Entire home/apt,Entire home,8,238.0,True,Mixed,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,f,2586.0,6
53241706,431044656,Petra,39.608353,3.110113,2021-11-08,441.0,Luxury,110.25,Entire home/apt,Entire home,4,1.0,False,Local,0,,,,,,,,,f,0.0,0
53246128,313785862,Pollença,39.90527,3.07932,2019-12-02,165.0,Mid-range,33.0,Entire home/apt,Entire rental unit,5,214.0,True,Mixed,8,4.0,4.0,4.38,4.75,4.38,4.75,4.25,0.19,f,990.0,6
53250428,168692752,Son Servera,39.6040598,3.3865521,2018-01-19,9000.0,Ultra Luxury,2250.0,Entire home/apt,Entire home,4,812.0,True,Global,5,4.8,5.0,5.0,5.0,4.8,5.0,4.6,0.18,f,108000.0,12
53254754,401241942,Manacor,39.450233,3.270642,2021-05-12,236.0,Premium,29.5,Entire home/apt,Entire home,8,1.0,False,Local,32,4.84,4.81,4.66,4.97,4.97,4.63,4.56,0.85,f,19824.0,84
53268622,17642123,Lloseta,39.71778,2.86695,2014-07-04,173.0,Mid-range,86.5,Private room,Room in boutique hotel,2,4.0,True,Mixed,98,4.64,4.66,4.81,4.71,4.69,4.39,4.54,2.35,f,26988.0,156
53268646,17642123,Lloseta,39.71801,2.86836,2014-07-04,207.0,Premium,103.5,Private room,Room in boutique hotel,2,4.0,True,Mixed,108,4.7,4.7,4.85,4.73,4.73,4.47,4.57,2.38,f,38502.0,186
53269835,47903513,Alcúdia,39.86006,3.15209,2015-11-01,405.0,Luxury,67.5,Entire home/apt,Entire villa,6,3.0,False,Mixed,30,4.9,5.0,4.83,5.0,5.0,4.9,4.83,0.76,t,12960.0,32
53270636,65697804,Alcúdia,39.841007,3.136446,2016-04-04,124.0,Mid-range,62.0,Entire home/apt,Entire rental unit,2,512.0,True,Mixed,27,4.56,4.48,4.44,4.78,4.7,4.81,4.44,0.62,f,8184.0,66
53271244,65697804,Alcúdia,39.859928,3.152015,2016-04-04,216.0,Premium,36.0,Entire home/apt,Entire home,6,512.0,True,Mixed,23,4.65,4.61,4.61,4.83,4.52,4.26,4.43,0.58,f,3888.0,18
53285066,155335278,Palma de Mallorca,39.562637,2.622789,2017-10-20,1710.0,Ultra Luxury,427.5,Entire home/apt,Entire villa,4,1.0,False,Local,54,4.87,4.8,4.85,4.91,4.87,4.67,4.69,1.23,t,133380.0,78
53287541,102986764,Palma de Mallorca,39.53726,2.78455,2016-11-08,578.0,Luxury,48.166666666666664,Entire home/apt,Entire villa,12,55.0,True,Mixed,12,4.75,4.58,4.58,4.42,4.58,4.83,4.58,0.3,f,10404.0,18
53294807,49501915,Pollença,39.90663,3.07734,2015-11-20,163.0,Mid-range,32.6,Entire home/apt,Entire rental unit,5,211.0,True,Mixed,3,4.33,4.67,4.67,5.0,5.0,5.0,4.67,0.11,f,2608.0,16
53300705,147878459,Valldemossa,39.710602,2.622891,2017-08-27,178.0,Mid-range,44.5,Entire home/apt,Entire home,4,1.0,False,Local,248,4.95,4.97,4.97,4.96,4.96,4.98,4.84,5.47,t,45390.0,255
53302564,119443318,Felanitx,39.49692,3.12749,2017-03-06,627.0,Luxury,62.7,Entire home/apt,Entire villa,10,1.0,False,Local,41,4.95,4.9,4.76,4.83,4.98,4.88,4.66,0.99,t,43890.0,70
53307460,47688809,Santanyí,39.33351,3.14816,2015-10-29,143.0,Mid-range,35.75,Entire home/apt,Entire home,4,36.0,True,Local,5,4.8,4.6,4.6,5.0,5.0,5.0,5.0,0.13,f,1716.0,12
53307624,431573337,Sóller,39.8028,2.69665,2021-11-12,95.0,Budget,47.5,Entire home/apt,Entire rental unit,2,2.0,False,Mixed,117,4.77,4.79,4.74,4.85,4.89,4.62,4.59,2.69,f,19950.0,210
53331097,397333883,Felanitx,39.48258,3.1295,2021-04-17,59.0,Budget,29.5,Private room,Private room in serviced apartment,2,1.0,False,Local,4,5.0,5.0,4.75,5.0,5.0,4.75,5.0,0.11,f,3540.0,60
53331323,285670200,Campos,39.38067283553463,3.0250757718276877,2019-08-14,10000.0,Ultra Luxury,1666.6666666666667,Entire home/apt,Entire villa,6,895.0,True,Global,1,4.0,4.0,3.0,4.0,5.0,4.0,3.0,0.03,t,0.0,0
53331324,285670200,Campos,39.44564772795684,3.064150991401675,2019-08-14,10000.0,Ultra Luxury,3333.3333333333335,Entire home/apt,Entire villa,3,895.0,True,Global,3,4.33,4.0,4.33,4.0,4.33,4.0,3.33,0.07,t,60000.0,6
53331328,285670200,Santanyí,39.34062,3.0922299,2019-08-14,10000.0,Ultra Luxury,1666.6666666666667,Entire home/apt,Entire villa,6,895.0,True,Global,2,3.5,4.5,4.0,4.5,5.0,5.0,2.5,0.05,t,60000.0,6
53331329,285670200,Campos,39.439610042114,3.068115904764312,2019-08-14,10000.0,Ultra Luxury,2000.0,Entire home/apt,Entire villa,5,895.0,True,Global,2,5.0,4.5,5.0,5.0,5.0,4.5,4.0,0.05,t,60000.0,6
53331330,285670200,Algaida,39.557273028956985,2.8797636468300998,2019-08-14,9000.0,Ultra Luxury,1500.0,Entire home/apt,Entire villa,6,895.0,True,Global,22,4.82,4.95,4.68,4.86,4.91,4.32,4.82,0.74,t,702000.0,78
53332794,129822323,Santanyí,39.33681,3.13899,2017-05-11,229.0,Premium,45.8,Entire home/apt,Entire villa,5,19.0,True,Mixed,53,4.91,4.96,4.87,4.98,4.98,4.74,4.66,1.17,t,32060.0,140
53347593,285670200,Muro,39.8103533,3.1167434,2019-08-14,9143.0,Ultra Luxury,2285.75,Entire home/apt,Entire home,4,895.0,True,Global,3,4.33,4.33,4.0,4.67,4.67,5.0,4.33,0.18,t,54858.0,6
53349321,168692752,Santa Margalida,39.7377535,3.2201373,2018-01-19,10000.0,Ultra Luxury,1000.0,Entire home/apt,Entire villa,10,812.0,True,Global,2,3.5,5.0,5.0,5.0,5.0,4.0,4.5,0.05,f,0.0,0
53351155,13894653,Pollença,39.89226,3.06085,2014-04-04,105.0,Mid-range,17.5,Entire home/apt,Entire villa,6,84.0,True,Local,28,4.68,4.57,4.46,4.79,4.96,4.61,4.43,0.69,f,5670.0,54
53353456,40506914,Pollença,39.87986,3.01482,2015-08-04,1115.0,Ultra Luxury,79.64285714285714,Entire home/apt,Entire home,14,29.0,True,Mixed,0,,,,,,,,,t,0.0,0
53354234,168692752,Pollença,39.87493644235627,2.994417845230089,2018-01-19,9143.0,Ultra Luxury,1523.8333333333333,Entire home/apt,Entire villa,6,812.0,True,Global,3,4.67,5.0,5.0,5.0,5.0,4.33,5.0,0.07,f,0.0,0
53356501,270230553,Inca,39.70666,2.91713,2019-06-21,156.0,Mid-range,19.5,Entire home/apt,Entire villa,8,2038.0,True,Global,0,,,,,,,,,f,0.0,0
53356999,432011306,Alcúdia,39.83816,3.11822,2021-11-15,158.0,Mid-range,39.5,Entire home/apt,Entire condo,4,1.0,False,Local,61,4.98,4.93,4.87,5.0,5.0,4.9,4.87,1.49,t,39500.0,250
53376115,432165674,Santanyí,39.37524,3.23317,2021-11-16,230.0,Premium,57.5,Entire home/apt,Entire rental unit,4,6.0,True,Local,56,4.71,4.82,4.73,4.73,4.89,4.89,4.8,1.35,f,12420.0,54
53376321,168692752,Ses Salines,39.33010968757557,3.0203045695197943,2018-01-19,10000.0,Ultra Luxury,5000.0,Entire home/apt,Entire rental unit,2,812.0,True,Global,26,4.23,4.0,3.96,4.35,4.08,4.58,3.73,0.59,f,420000.0,42
53376366,168692752,Ses Salines,39.33010968757557,3.0203045695197943,2018-01-19,10000.0,Ultra Luxury,5000.0,Entire home/apt,Entire rental unit,2,812.0,True,Global,20,3.95,4.05,3.65,4.2,3.85,4.65,3.65,0.49,f,360000.0,36
53376466,168692752,Ses Salines,39.33010968757557,3.0203045695197943,2018-01-19,10000.0,Ultra Luxury,2500.0,Entire home/apt,Entire rental unit,4,812.0,True,Global,7,3.43,3.29,3.71,2.71,2.86,4.0,3.43,0.18,f,0.0,0
53389501,21160030,Pollença,39.859451,3.04873,2014-09-10,172.0,Mid-range,34.4,Entire home/apt,Entire villa,5,81.0,True,Mixed,15,4.6,4.6,4.33,4.87,4.93,4.93,4.33,0.36,f,5160.0,30
53390184,156144596,Capdepera,39.67961,3.45263,2017-10-25,419.0,Luxury,69.83333333333333,Entire home/apt,Entire home,6,238.0,True,Mixed,1,3.0,3.0,3.0,5.0,4.0,4.0,3.0,0.04,f,0.0,0
53394917,168692752,Santanyí,39.371486398559085,3.220106775115994,2018-01-19,170.0,Mid-range,56.666666666666664,Entire home/apt,Entire rental unit,3,812.0,True,Global,11,4.45,4.45,4.18,4.82,4.91,4.18,4.0,0.39,f,2040.0,12
53395511,151052014,Manacor,39.524666,3.309932,2017-09-18,180.0,Mid-range,30.0,Entire home/apt,Entire condo,6,3.0,False,Mixed,22,4.82,4.82,4.32,4.86,4.91,4.82,4.64,0.56,t,7200.0,40
53398700,432356689,Manacor,39.57527,3.21236,2021-11-17,165.0,Mid-range,27.5,Entire home/apt,Entire home,6,1.0,False,Local,24,4.88,4.83,4.67,4.88,5.0,4.79,4.71,0.59,f,11550.0,70
53409193,76875955,Inca,39.70245,2.91324,2016-06-10,526.0,Luxury,43.833333333333336,Entire home/apt,Entire cottage,12,401.0,True,Mixed,8,5.0,5.0,4.88,5.0,5.0,4.75,4.75,0.28,f,12624.0,24
53409199,76875955,Santa Margalida,39.73553,3.21855,2016-06-10,152.0,Mid-range,25.333333333333332,Entire home/apt,Entire chalet,6,401.0,True,Mixed,0,,,,,,,,,f,0.0,0
